,employee_id,last_name,E_MAIL,rfc_number,submit_date_ut,ACTION_LABEL_EN
1479,2791,Cath_ult_2791,E_MAIL_2791@company.com,S1611-1080,2016-11-22 13:35:43.657,Reprise poste de travail
1480,2791,Cath_ult_2791,E_MAIL_2791@company.com,S1611-1080,2016-11-22 13:35:43.657,Reprise téléphonie fixe
1481,2791,Cath_ult_2791,E_MAIL_2791@company.com,S1611-1080,2016-11-22 13:35:43.657,Reprise Smartphone
1482,2791,Cath_ult_2791,E_MAIL_2791@company.com,S1611-1080,2016-11-22 13:35:43.657,Notification demandeur
1483,2791,Cath_ult_2791,E_MAIL_2791@company.com,S1611-1080,2016-11-22 13:35:43.657,Envois e-mail manager
1484,775,Mick_ays_775,E_MAIL_775@company.com,S1611-1078,2016-11-22 13:32:39.000,Creation
1485,775,Mick_ays_775,E_MAIL_775@company.com,S1611-1078,2016-11-22 13:32:39.000,Notification prise en compte demandeur
1486,775,Mick_ays_775,E_MAIL_775@company.com,S1611-1078,2016-11-22 13:32:39.000,Processing your request
1487,775,Mick_ays_775,E_MAIL_775@company.com,S1611-1078,2016-11-22 13:32:39.000,Vérification
1488,775,Mick_ays_775,E_MAIL_775@company.com,S1611-1078,2016-11-22 13:32:39.000,Validation demandeur
1489,775,Mick_ays_775,E_MAIL_775@company.com,S1611-1078,2016-11-22 13:32:39.000,Send Email
1490,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Creation
1491,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Drafts
1492,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Notification prise en compte demandeur
1493,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Processing your request
1494,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Processing your request
1495,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Processing your request
1496,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Processing your request
1497,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Processing your request
1498,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Vérification
1499,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Validation demandeur
1500,1094,Beno_and_1094,E_MAIL_1094@company.com,S1611-1077,2016-11-22 13:32:32.820,Send Email
1501,8821,Benj_aep_8821,E_MAIL_8821@company.com,S1611-1075,2016-11-22 13:13:29.000,Creation
1502,8821,Benj_aep_8821,E_MAIL_8821@company.com,S1611-1075,2016-11-22 13:13:29.000,Request processing
1503,8821,Benj_aep_8821,E_MAIL_8821@company.com,S1611-1075,2016-11-22 13:13:29.000,Send Email
1504,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Creation
1505,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Drafts
1506,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Qualification
1507,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Requalification
1508,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Notification prise en compte demandeur
1509,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Processing your request
1510,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Processing your request
1511,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Processing your request
1512,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Vérification
1513,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Validation demandeur
1514,705,Elod_nez_705,E_MAIL_705@company.com,S1611-1076,2016-11-22 12:47:05.370,Send Email
1515,2984,Alai_ier_2984,E_MAIL_2984@company.com,I1611-0860,2016-11-22 12:40:46.000,Call
1516,2984,Alai_ier_2984,E_MAIL_2984@company.com,I1611-0860,2016-11-22 12:40:46.000,Requestor notification
1517,2984,Alai_ier_2984,E_MAIL_2984@company.com,I1611-0860,2016-11-22 12:40:46.000,Analyse et résolution
1518,2984,Alai_ier_2984,E_MAIL_2984@company.com,I1611-0860,2016-11-22 12:40:46.000,Send Email
1519,2984,Alai_ier_2984,E_MAIL_2984@company.com,I1611-0860,2016-11-22 12:40:46.000,Fermeture du ticket
1520,2984,Alai_ier_2984,E_MAIL_2984@company.com,I1611-0860,2016-11-22 12:40:46.000,Validation demandeur
1521,2984,Alai_ier_2984,E_MAIL_2984@company.com,I1611-0860,2016-11-22 12:40:46.000,Send Email
1522,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Call Reception
1523,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Requestor notification
1524,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Analyse et résolution
1525,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Analyse et résolution
1526,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Analyse et résolution
1527,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Fermeture du ticket
1528,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Validation demandeur
1529,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0858,2016-11-22 12:36:56.000,Send Email
1530,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0857,2016-11-22 12:30:13.000,Call
1531,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0857,2016-11-22 12:30:13.000,Requestor notification
1532,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0857,2016-11-22 12:30:13.000,Analyse et résolution
1533,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0857,2016-11-22 12:30:13.000,Send Email
1534,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0857,2016-11-22 12:30:13.000,Fermeture du ticket
1535,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0857,2016-11-22 12:30:13.000,Validation demandeur
1536,1161,Chry_oet_1161,E_MAIL_1161@company.com,I1611-0857,2016-11-22 12:30:13.000,Send Email
1537,1961,Stép_ire_1961,E_MAIL_1961@company.com,S1611-1073,2016-11-22 12:27:01.000,Call
1538,1990,Nico_net_1990,E_MAIL_1990@company.com,I1611-0855,2016-11-22 11:53:02.000,Call
1539,1990,Nico_net_1990,E_MAIL_1990@company.com,I1611-0855,2016-11-22 11:53:02.000,Requestor notification
1540,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Call
1541,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Requestor notification
1542,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Analyse et résolution
1543,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Send Email
1544,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Assignment
1545,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Fermeture du ticket
1546,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Validation demandeur
1547,553,Isab_ois_553,E_MAIL_553@company.com,I1611-0853,2016-11-22 11:04:19.000,Send Email
1548,1056,Juli_ Dû_1056,E_MAIL_1056@company.com,I1611-0852,2016-11-22 10:57:25.000,Call
1549,1056,Juli_ Dû_1056,E_MAIL_1056@company.com,I1611-0852,2016-11-22 10:57:25.000,Requestor notification
1550,1056,Juli_ Dû_1056,E_MAIL_1056@company.com,I1611-0852,2016-11-22 10:57:25.000,Analyse et résolution
1551,1056,Juli_ Dû_1056,E_MAIL_1056@company.com,I1611-0852,2016-11-22 10:57:25.000,On Hold
1552,2466,Anto_iot_2466,E_MAIL_2466@company.com,S1611-1070,2016-11-22 10:53:11.033,Creation
1553,2466,Anto_iot_2466,E_MAIL_2466@company.com,S1611-1070,2016-11-22 10:53:11.033,Drafts
1554,2466,Anto_iot_2466,E_MAIL_2466@company.com,S1611-1070,2016-11-22 10:53:11.033,Notification prise en compte demandeur
1555,2466,Anto_iot_2466,E_MAIL_2466@company.com,S1611-1070,2016-11-22 10:53:11.033,Installation de la boite mail sur le poste
1556,541,Jean_Amy_541,E_MAIL_541@company.com,I1611-0851,2016-11-22 10:30:31.000,Call
1557,541,Jean_Amy_541,E_MAIL_541@company.com,I1611-0851,2016-11-22 10:30:31.000,Requestor notification
1558,541,Jean_Amy_541,E_MAIL_541@company.com,I1611-0851,2016-11-22 10:30:31.000,Analyse et résolution
1559,541,Jean_Amy_541,E_MAIL_541@company.com,I1611-0851,2016-11-22 10:30:31.000,Fermeture du ticket
1560,541,Jean_Amy_541,E_MAIL_541@company.com,I1611-0851,2016-11-22 10:30:31.000,Validation demandeur
1561,541,Jean_Amy_541,E_MAIL_541@company.com,I1611-0851,2016-11-22 10:30:31.000,Send Email
1562,8487,FRUS_SER_8487,E_MAIL_8487@company.com,S1611-1069,2016-11-22 10:24:25.000,Call
1563,8487,FRUS_SER_8487,E_MAIL_8487@company.com,S1611-1069,2016-11-22 10:24:25.000,Notification prise en compte demandeur
1564,8487,FRUS_SER_8487,E_MAIL_8487@company.com,S1611-1069,2016-11-22 10:24:25.000,Processing your request
1565,8487,FRUS_SER_8487,E_MAIL_8487@company.com,S1611-1069,2016-11-22 10:24:25.000,Anticipated closing
1566,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Creation
1567,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Drafts
1568,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Qualification
1569,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Requalification
1570,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Notification prise en compte demandeur
1571,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Processing your request
1572,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Vérification
1573,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Validation demandeur
1574,1164,Emma_zon_1164,E_MAIL_1164@company.com,S1611-1071,2016-11-22 10:04:50.620,Send Email
1575,2820,Dmit_nko_2820,E_MAIL_2820@company.com,I1611-0847,2016-11-22 09:42:59.000,Call
1576,2820,Dmit_nko_2820,E_MAIL_2820@company.com,I1611-0847,2016-11-22 09:42:59.000,Requestor notification
1577,2820,Dmit_nko_2820,E_MAIL_2820@company.com,I1611-0847,2016-11-22 09:42:59.000,Analyse et résolution
1578,2820,Dmit_nko_2820,E_MAIL_2820@company.com,I1611-0847,2016-11-22 09:42:59.000,Send Email
1579,2820,Dmit_nko_2820,E_MAIL_2820@company.com,I1611-0847,2016-11-22 09:42:59.000,Analyse et résolution
1580,2820,Dmit_nko_2820,E_MAIL_2820@company.com,I1611-0847,2016-11-22 09:42:59.000,Analyse et résolution
1581,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Call Reception
1582,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Requestor notification
1583,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Analyse et résolution
1584,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Send Email
1585,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Related to a Parent Incident
1586,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Fermeture du ticket
1587,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Validation demandeur
1588,2345,Joha_iau_2345,E_MAIL_2345@company.com,I1611-0846,2016-11-22 09:34:33.000,Send Email
1589,757,Fabr_ssé_757,E_MAIL_757@company.com,I1611-0845,2016-11-22 09:33:06.000,Call Reception
1590,757,Fabr_ssé_757,E_MAIL_757@company.com,I1611-0845,2016-11-22 09:33:06.000,Requestor notification
1591,757,Fabr_ssé_757,E_MAIL_757@company.com,I1611-0845,2016-11-22 09:33:06.000,Analyse et résolution
1592,757,Fabr_ssé_757,E_MAIL_757@company.com,I1611-0845,2016-11-22 09:33:06.000,Send Email
1593,757,Fabr_ssé_757,E_MAIL_757@company.com,I1611-0845,2016-11-22 09:33:06.000,Fermeture du ticket
1594,757,Fabr_ssé_757,E_MAIL_757@company.com,I1611-0845,2016-11-22 09:33:06.000,Validation demandeur
1595,757,Fabr_ssé_757,E_MAIL_757@company.com,I1611-0845,2016-11-22 09:33:06.000,Send Email
1596,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Creation
1597,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Drafts
1598,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Notification prise en compte demandeur
1599,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,[APPS_Valideur Hierarchique]
1600,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Validation hiérarchique
1601,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Send Email
1602,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Assignment
1603,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Delete the Contents of a Service
1604,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Requalification
1605,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Notification prise en compte demandeur
1606,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,[APPS_Valideur Hierarchique]
1607,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Validation hiérarchique
1608,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1068,2016-11-22 09:08:49.560,Send Email
1609,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Creation
1610,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Drafts
1611,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Notification prise en compte demandeur
1612,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Traitement de la demande
1613,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Validation futur manager
1614,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Send Email
1615,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Installation de la boite mail sur le poste
1616,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Validation du demandeur
1617,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1067,2016-11-22 09:06:42.517,Send Email
1618,3066,Yann_uen_3066,E_MAIL_3066@company.com,S1611-1065,2016-11-22 09:02:15.257,Creation
1619,3066,Yann_uen_3066,E_MAIL_3066@company.com,S1611-1065,2016-11-22 09:02:15.257,Drafts
1620,3066,Yann_uen_3066,E_MAIL_3066@company.com,S1611-1065,2016-11-22 09:02:15.257,Notification prise en compte demandeur
1621,3066,Yann_uen_3066,E_MAIL_3066@company.com,S1611-1065,2016-11-22 09:02:15.257,[APPS_Valideur Hierarchique]
1622,3066,Yann_uen_3066,E_MAIL_3066@company.com,S1611-1065,2016-11-22 09:02:15.257,Validation hiérarchique
1623,3066,Yann_uen_3066,E_MAIL_3066@company.com,S1611-1065,2016-11-22 09:02:15.257,Send Email
1624,673,Anca_san_673,E_MAIL_673@company.com,S1611-1064,2016-11-22 08:59:54.000,Call
1625,673,Anca_san_673,E_MAIL_673@company.com,S1611-1064,2016-11-22 08:59:54.000,Notification prise en compte demandeur
1626,673,Anca_san_673,E_MAIL_673@company.com,S1611-1064,2016-11-22 08:59:54.000,Processing your request
1627,673,Anca_san_673,E_MAIL_673@company.com,S1611-1064,2016-11-22 08:59:54.000,Assignment
1628,673,Anca_san_673,E_MAIL_673@company.com,S1611-1064,2016-11-22 08:59:54.000,Vérification
1629,673,Anca_san_673,E_MAIL_673@company.com,S1611-1064,2016-11-22 08:59:54.000,Validation demandeur
1630,673,Anca_san_673,E_MAIL_673@company.com,S1611-1064,2016-11-22 08:59:54.000,Send Email
1631,896,Nath_ant_896,E_MAIL_896@company.com,I1611-0842,2016-11-22 08:59:12.000,Call
1632,896,Nath_ant_896,E_MAIL_896@company.com,I1611-0842,2016-11-22 08:59:12.000,Requestor notification
1633,2212,Nico_eau_2212,E_MAIL_2212@company.com,I1611-0841,2016-11-22 08:57:44.000,Call
1634,2212,Nico_eau_2212,E_MAIL_2212@company.com,I1611-0841,2016-11-22 08:57:44.000,Requestor notification
1635,175,Phil_ien_175,E_MAIL_175@company.com,I1611-0840,2016-11-22 08:57:24.360,Creation
1636,175,Phil_ien_175,E_MAIL_175@company.com,I1611-0840,2016-11-22 08:57:24.360,Drafts
1637,2220,Fran_ard_2220,E_MAIL_2220@company.com,S1611-1060,2016-11-22 08:34:54.413,Creation
1638,2220,Fran_ard_2220,E_MAIL_2220@company.com,S1611-1060,2016-11-22 08:34:54.413,Drafts
1639,2220,Fran_ard_2220,E_MAIL_2220@company.com,S1611-1060,2016-11-22 08:34:54.413,Validation hiérarchique
1640,2220,Fran_ard_2220,E_MAIL_2220@company.com,S1611-1060,2016-11-22 08:34:54.413,Send Email
1641,2220,Fran_ard_2220,E_MAIL_2220@company.com,S1611-1060,2016-11-22 08:34:54.413,Notification prise en compte demandeur
1642,843,Mick_ard_843,E_MAIL_843@company.com,S1611-1058,2016-11-22 08:31:45.000,Call
1643,843,Mick_ard_843,E_MAIL_843@company.com,S1611-1058,2016-11-22 08:31:45.000,Notification prise en compte demandeur
1644,843,Mick_ard_843,E_MAIL_843@company.com,S1611-1058,2016-11-22 08:31:45.000,Installation
1645,843,Mick_ard_843,E_MAIL_843@company.com,S1611-1058,2016-11-22 08:31:45.000,Vérification
1646,843,Mick_ard_843,E_MAIL_843@company.com,S1611-1058,2016-11-22 08:31:45.000,Validation demandeur
1647,843,Mick_ard_843,E_MAIL_843@company.com,S1611-1058,2016-11-22 08:31:45.000,Send Email
1648,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Call
1649,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Requestor notification
1650,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Analyse et résolution
1651,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Send Email
1652,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Analyse et résolution
1653,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Analyse et résolution
1654,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Analyse et résolution
1655,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Analyse et résolution
1656,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Incoming user call
1657,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Fermeture du ticket
1658,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Validation demandeur
1659,767,Anne_tin_767,E_MAIL_767@company.com,I1611-0837,2016-11-22 08:27:55.000,Send Email
1660,596,Valé_oin_596,E_MAIL_596@company.com,I1611-0836,2016-11-22 08:25:11.000,Call
1661,596,Valé_oin_596,E_MAIL_596@company.com,I1611-0836,2016-11-22 08:25:11.000,Requestor notification
1662,596,Valé_oin_596,E_MAIL_596@company.com,I1611-0836,2016-11-22 08:25:11.000,Analyse et résolution
1663,596,Valé_oin_596,E_MAIL_596@company.com,I1611-0836,2016-11-22 08:25:11.000,Fermeture du ticket
1664,596,Valé_oin_596,E_MAIL_596@company.com,I1611-0836,2016-11-22 08:25:11.000,Validation demandeur
1665,596,Valé_oin_596,E_MAIL_596@company.com,I1611-0836,2016-11-22 08:25:11.000,Send Email
1666,5779,Jean_eau_5779,E_MAIL_5779@company.com,S1611-1057,2016-11-22 08:25:01.000,Call
1667,896,Nath_ant_896,E_MAIL_896@company.com,I1611-0834,2016-11-22 08:21:44.000,Call
1668,896,Nath_ant_896,E_MAIL_896@company.com,I1611-0834,2016-11-22 08:21:44.000,Related to a Parent Incident
1669,2461,Nico_uet_2461,E_MAIL_2461@company.com,I1611-0833,2016-11-22 08:21:37.000,Call
1670,2461,Nico_uet_2461,E_MAIL_2461@company.com,I1611-0833,2016-11-22 08:21:37.000,Requestor notification
1671,2461,Nico_uet_2461,E_MAIL_2461@company.com,I1611-0833,2016-11-22 08:21:37.000,Analyse et résolution
1672,2461,Nico_uet_2461,E_MAIL_2461@company.com,I1611-0833,2016-11-22 08:21:37.000,Fermeture du ticket
1673,2461,Nico_uet_2461,E_MAIL_2461@company.com,I1611-0833,2016-11-22 08:21:37.000,Validation demandeur
1674,2461,Nico_uet_2461,E_MAIL_2461@company.com,I1611-0833,2016-11-22 08:21:37.000,Send Email
1675,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Call
1676,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Requestor notification
1677,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Analyse et résolution
1678,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Send Email
1679,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Assignment
1680,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Fermeture du ticket
1681,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Validation demandeur
1682,528,Céli_ion_528,E_MAIL_528@company.com,I1611-0832,2016-11-22 08:14:38.000,Send Email
1683,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,Call
1684,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,Requestor notification
1685,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,Analyse et résolution
1686,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,Send Email
1687,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,Analyse et résolution
1688,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,Analyse et résolution
1689,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,Notification to requesting Person
1690,1013,Chri_net_1013,E_MAIL_1013@company.com,I1611-0831,2016-11-22 08:13:33.000,On Hold
1691,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Call
1692,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Requestor notification
1693,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Analyse et résolution
1694,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Send Email
1695,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Notification to requesting Person
1696,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,On Hold
1697,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Assignment
1698,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,End of On Hold
1699,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Fermeture du ticket
1700,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Validation demandeur
1701,8126,Nata_and_8126,E_MAIL_8126@company.com,I1611-0830,2016-11-22 08:10:06.000,Send Email
1702,4,Fréd_ier_4,E_MAIL_4@company.com,S1611-1055,2016-11-22 07:59:08.000,Call
1703,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Creation
1704,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Drafts
1705,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Prestataire ?
1706,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Validation RH
1707,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Send Email
1708,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Demande d'adresse GMail ?
1709,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Création de l'adresse GMail
1710,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Création du compte AD
1711,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Fin traitement GMail
1712,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Vérification MyServiceDesk
1713,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Validation du demandeur
1714,977,Cori_gan_977,E_MAIL_977@company.com,S1611-1054,2016-11-22 07:58:07.543,Send Email
1715,1029,Yasm_mao_1029,E_MAIL_1029@company.com,S1611-1066,2016-11-22 07:57:43.660,Creation
1716,1029,Yasm_mao_1029,E_MAIL_1029@company.com,S1611-1066,2016-11-22 07:57:43.660,Drafts
1717,1029,Yasm_mao_1029,E_MAIL_1029@company.com,S1611-1066,2016-11-22 07:57:43.660,Qualification
1718,1029,Yasm_mao_1029,E_MAIL_1029@company.com,S1611-1066,2016-11-22 07:57:43.660,Requalification
1719,1029,Yasm_mao_1029,E_MAIL_1029@company.com,S1611-1066,2016-11-22 07:57:43.660,Notification prise en compte demandeur
1720,1029,Yasm_mao_1029,E_MAIL_1029@company.com,S1611-1066,2016-11-22 07:57:43.660,Processing your request
